movieId,starName
AdL6,Karen Young
AdL6,Roderick Cook
AdL6,David Margulin
AdL6,Cyntia Cruz
AdL6,Raynor Scheine
AdL6,Olek Krup
AdL6,Dwight West
AdL10,Michael Douglas
AdL10,Glenn Close
AdL10,Anne Archer
AdL10,Ellen Hamilton Latzen
AdL10,Stuart Pankin
AdL14,Tim Robbins
AdL14,Elizabeth Pena
AdL14,Danny Aiello
AdL14,Patricia Kalember
AdL16,Woody Harrison
AdL16,Demi Moore
AdL16,Robert Redford
AdL16,Tommy Rile
AdL16,Oliver Platt
AdL20,Jeremy Irons
AdL20,Dominique Swain
AdL20,Melanie Griffith
AdL20,Frank Langella
AdL20,Ben Silverstone
AdL20,Emma GriffithsMalin
AdL20,Suzanne Shepherd
AdL25,Richard Gere
AdL25,Diane Lane
AdL25,Oliver Martinez
AdL25,Erik Per Sullivan
ADr10,Richard Todd
ADr10,Susan Oliver
ADr10,James MacArthur
ADr10,Joe Pyne
ADr10,Mark Goddard
ADr10,The Chocolate Watchband
ADr10,New Age
ADT9,Merle Oberon
ADT9,Franchot Tone
ADT9,Elisha Cook~jr.
ADT12,Veronica Lake
ADT12,Joel McCrae
ADT12,Preston Foster
ADT12,Charles Ruggles
ADT12,Donald Crisp
ADT12,Arleen Wheelan
ADT12,Lloyd Bridges
ADT18,Vincent Price
ADT18,Frank Lovejoy
ADT18,Phyllis Kirk
ADT18,Charles Buchinsky
ADT18,Carolyn Jones
ADv10,Stephen Seagal
ADv12,Chuck Norris
ADv14,Tommy Lee Jones
ADv15,Stephen Seagal
ADv15,Tommy Lee Jones
ADv17,Jeroen Krabbe
ADv17,Julianne Moore
ADv22,Michael Douglas
ADv22,Gwyneth Paltrow
ADv22,Viggo Mortensen
ADv22,David Suchet
ADv22,Sarita Choudhury
ADw5,Pauline Bush
ADw6,J.Warren Kerrigan
ADw6,Jack Richardson
ADw6,George Periolat
ADw17,Douglas Fairbanks
ADw17,Wallace Beery
ADw17,s a
ADw17,s a
ADw17,Alan Hale
ADw17,Enid Bennett
ADw22,Douglas Fairbanks~sr
ADw22,Walter Abel
ADw22,Margot Grahame
ADw22,Miles Mander
ADw27,Gloria Swanson
ADw27,Tom Moore
ADw27,Frank Morgan
ADw27,Lilyan Tashman
ADw27,Ian Keith
ADw27,Paul McAllister
ADw27,Arthur Houseman
ADw27,Ann Penningtin
ADw35,Shirley Temple
ADw35,Jean Hersholt
ADw35,Arthur Treacher
ADw35,Helen Westley
ADw35,Pauline Moore
ADw35,Mary Nash
ADw35,Thomas beck
ADw35,Sidney Blackmer
ADw35,Mady Christians
ADw35,Sig Rumann
ADw35,Marcia Mae
ADw35,Christian Rub
ADw40,Shirley Temple
ADw40,Randolph Scott
ADw40,Jack Haley
ADw40,Gloria Stuart
ADw40,Phyllis Brooks
ADw40,Helen Westlet
ADw40,Slim Summerville
ADw40,Bojangles Robinson
ADw41,Tyrone Power
ADw41,Annabelle
ADw41,Loretta Young
ADw41,J. Edward Bromberg
ADw41,Joseph Schildkraut
ADw41,Henry Stephenson
ADw41,Sidney Blackmer
ADw41,Maurice Moscovitch
ADw41,Sig Rumann
ADw41,Nigel Bruce
ADw41,Miles Mander
ADw41,George Zucco
ADw41,Leon Ames
ADw41,Rafaela Ottiano
ADw41,Brandon Hurst
ADw45,Don Ameche
ADw45,The Ritz~Brothers
ADw45,Binnie Barnes
ADw45,Joseph Schildkraut
ADw45,Lionel Atwill
ADw45,Gloria Stuart
ADw45,Miles Mander
ADw52,Kay Kyser
ADw52,Ish Kabibble
ADw52,Ginny Simms
ADw52,Joan Davis
ADw52,Mischa Auer
ADw60,John Wayne
ADw60,John Agar
ADw60,Forrest Tucker
ADw60,Artur Franz
ADw60,Julie Bishop
ADw60,Wally Cassell
ADw60,Richard Jaecker
ADw60,Richard Webb
ADw70,Barbara Stanwyk
ADw70,Ronald Reagan
ADw70,Gene Evans
ADw70,Lance Fuller
ADw70,Anthony Caruso
ADw70,Jack Elam
ADw72,Cornel Wilde
ADw72,Yvonne deCarlo
ADw72,Yvonne deCarlo
ADw72,Raymond Burr
ADw72,Lon Chaney~jr
ADw72,Rodolfo Acosta
ADw72,John Qualen
ADw72,Anthony Caruso
ADw72,Frank deKova
ADw75,John Payne
ADw75,Ronald Reagan
ADw75,Coleen Gray
ADw75,Rhonda Fleming
ADw75,Anthony caruso
ADw75,Morris Ankrum
ADw75,Leo Gordon
ADw75,Myron Healey
ADw75,Joe Devlin
ADw75,John Mansfield
ADw78,Virginia Mayo
ADw78,Dennis Morgan
ADw78,David Farrar
ADw78,Murvyn Vye
ADw78,Lance Fuller
ADw78,Basil Ruysdael
ADw78,Lisa Montell
ADw80,Arlene Dahl
ADw80,Rhonda Fleming
ADw80,John Payne
ADw80,Kent Taylor
ADx1,Senne Roufaer
ADx1,Beata Tyskiewicz
ADx1,Luc Phillips
ADx1,s a
ADx1,s a
ADx1,s a
ADx11,s a
ADx11,s a
ADx11,Arletta Emery
ADx12,Ives Montand
ADx12,Anouk Aimee
ADx13,Mathieu Carriere
ADx13,Daniel Delorme
ADx13,Bulle Ogier
ADx13,Anna Karina
ADx14,JeanLuc Bideau
ADx14,s a
ADx14,Adriana Bogdan
ADx14,s a
ADx14,Daniele Delorme
ADx25,s a
ADx30,MarieChristine Barrault
ADx30,Rutger Hauer
ADx30,Roger vanHool
ADx37,Fanny Ardant
ADx37,Mathieu Carriere
ADx37,Francoise Fabian
ADx37,Vittorio Gassman
ADx39,s a
ADx39,Jaques Sojcher
ADx39,Denise Debbaut
ADx45,GianMaria Volonte
ADz10,Michael Rappaport
ADz10,NBushe Wright
ADz10,DeShonn Castle
ADz10,Paul Butler
ADz10,Ray Sharkey
ADz10,Ron Johnson
ADz15,Harvey Keitel
ADz15,Fairuza Balk
ADz15,Elisabeth Moss
ADz15,Kelly Lynch
AEG25,Wallace Reid
AEG25,Lila Lee
AEG25,Walter Heirs
AEG25,Arthur Edmund Carewe
AEG25,J.Farrell MacDonald
AEG25,Snitz Edwards
AEG37,Barbara Stanwyck
AEG37,Nat Pendleton
AEG41,Bette Davis
AEG41,Franchot Tone
AEG41,Margaret Lindsay
AEG41,Alison Skipworth
AEG41,John Eldridge
AEG41,Dick Foran
AEG50,Gracie Allen
AEG50,Warren Williams
AEG50,Donald McBride
AEG50,Kent Taylor
AEG50,Ellen drew
AEG50,H.B. Warner
AEG50,Horace MacMahon
AEG50,William Demarest
AEG60,Larry Parks
AEG60,Al Jolson
AEG60,William Demarest
AEG60,Evelyn Keyes
AEG60,Ludwig Donath
AEG60,Tamara Shayne
AEG60,Bill Goodwin
AEG60,Scotty Beckett
AEG60,John Alexander
AEG70,Keefe Brasselle
AEG70,Eddie Cantor
AEG70,Marllyn Erskine
AEG70,Aline MacMahon
AEG70,Arthur Franz
AEG70,Alex Gerry
AEG70,Gerald Mohr
AEG70,William Forrest
AEG70,Will Rogers jr.
AES10,Oliver Hardy
AES10,Stan Laurel
AES10,s a
AES11,W.C. Fields
AES11,Louise Brooks
AES70,Edward Arnold
AES70,Jean Arthur
AES70,Binnie Barnes
AES70,Cesar Romero
AES70,Eric Blore
AES74,W.C.Fields
AES74,Peggy Hopkins Joyce
AES74,Stuart Erwin
AES74,George Burns
AES74,Gracie Allen
AES80,Oliver Hardy
AES80,Stan Laurel
AES80,Jean Parker
AES80,Reginald Gardiner
AES85,John Barrymore
AES85,Viriginia Bruce
AES85,John Howard
AES85,Charlie Ruggles
AES85,Margaret Hamilton
AES85,Thurston Hall
AES85,Oscar Homolka
AES85,Mary Gordon
AES85,Charles Lane
AES85,Ed Brophy
AES85,Maria Montez
AES85,Shemp Howard
AES85,Judith Anderson
AES90,Allan Jones
AES90,Nancy Kelly
AES90,Bud Abbott
AES90,Lou Costello
AES90,Bob Cummings
AES90,Leo Carillo
AES90,Peggy Moran
AES90,Mary Boland
AES100,George Raft
AES100,Vera Zorina
AES100,Charley Grapwin
AES100,Grace MacDonald
AES100,Charles Butterworth
AES100,George Macready
AES100,Elizabeth Patterson
AES100,Orson Welles
AES100,Marlene Dietrich
AES100,Jeanette MacDonald
AES100,Dinah Shore
AES100,W.C. Fields
AES100,The Andrews~Sisters
AES100,Sophie Tucker
AES100,Artur Rubinstein
AEy2,Patrick Tierney
AEy9,Elias Koteas
AEy9,Arsinee Khanjian
AEy12,Atom Egoyan
AEy12,Arsinee Khanjian
AEy12,Ashot Adamian
AEy14,Bruce Greenwood
AEy14,Mia Kirshner
AEy14,Don McKellar
AEy14,Elias Koteas
AEy16,Ian Holm
AEy16,Bruce Greenwood
AEy16,Caerthan Banks
AEy16,Gabrielle Rose
AEy16,Alberta Watson
AEy16,Sarah Polley
AEy16,Arsinee Khanjian
AEy18,Elaine Cassidy
AEy18,Peter McDonald
AEy18,Bob Hoskins
AEy18,Arsinee Khanjian
AfA10,Lumi Cavazos
AfA10,Marco Leonardo
AfA10,Regina Torre
AfA10,s a
AfA10,s a
AfA10,s a
AfA10,Teodoro Bastida
AfA10,s a
AFl10,Lara Flynn Boyle
AFl10,Stephen Baldwin
AFl10,Josh Charles
AHa10,Katherine Hepburn
AHa10,Peter OToole
AHa10,Anthony Hopkins
AHa10,Jane Merrow
AHa10,John Castle
AHa10,Nigel Terry
AHa10,Timothy Dalton
AGi10,Yael Abecassis
AGi10,Meitel Barda
AHo1,Candice Rialson
AHo1,Maya Rojo
AHo1,Carlos Judd
AHo1,Robin Mattson
AHo1,John Hudson
AG20,Albert Dieudonne
AG20,Antonin Artaud
AG20,Pierre Batcheff
AG20,Conrad Veidt
AG30,Abel Gance
AG30,Colette Darfeuil
AG30,Sylvia Grenade
AG30,Victor Franceen
AG40,Albert Dieudonne
AG40,Antonin Artaud
AG40,Pierre Batcheff
AG70,Roland Bartrop
AGe20,Carmen Boni
AGe20,Lia Crithi
AGe20,Hans Junkermann
AGe20,Max Schreck
AGe20,Carl Goetz
AGe20,Karl Platen
AGe20,Oreste Bilancia
AgH1,Christopher Lamber
AgH1,Ed Harris
AgH5,Armin Mueller Stahl
AgH5,s a
AgH10,Marco Hofschneider
AgH10,Rene Hofschneider
AgH10,Julie Delpy
AgH10,Solomon Perel
AgH10,Andre Wilms
AgH10,Halina Labonarska
AgH10,s a
AgH10,s a
AgH10,s a
AgH13,Emmanuel Morozov
AgH13,Francois Cluzet
AgH13,Brigitte Rouan
AgH13,Faye Gatteau
AgH15,Kate Maberly
AgH15,John Lynch
AgH15,Andrew Knott
AgH15,Heydon Prowse
AgH15,Maggie Smith
AgH19,Jennifer Jason Leigh
AgH19,Ben Chaplin
AgH19,Albert Finney
AMt10,Ludovic Vandendaele
AMt10,Erick daSilva
AMt10,Sandrine Blancke
AMt15,Valentina Cervi
AMt15,Michel Serrault
AGl10,Armand Assante
AGl10,Antonio Banderas
AGl10,Cathy Motiarty
AGl10,Talisa Soto
AGl10,Desi Arnaz~jr.
AGl10,Maruschka Detmers
AGl12,Sean Connery
AGl12,Kate Capshaw
AGl12,Laurence Fishburne
AGl12,Blair Underwood
AGl12,Ruby Dee
AGl12,Ed Harris
AGm10,Richard Gross
AGm10,Alexis Arquette
AGm10,Helen Sork
AGm10,Jennifer Elisa cox
AGm10,Morgan Sheppard
AGm10,Jennifer Aspen
AGr10,Richard Boone
AGr10,Joan vanArk
AGs10,Conrad Hall
AGs10,Ernest Dickerson
AGs10,Vilmos Zsigmond
AGs10,Gordon Willis
AGs10,Allen Daviau
AGs10,Caleb Deschanel
AGs10,Haskell Wexler
AGs10,Allen Daviau
AGs10,John Bailey
AGs10,Nestor Almendros
AHb20,Frederick Stafford
AHb20,Mylene Demongeot
AHu1,Lam ChiCheung
AHu1,Cora Miao
AiE10,Ramblin' Jack Elliott
AiE10,Arlo Guthrie
AiE10,Nora Guthrie
AiE10,Pete Seeger
AiE10,Odetta
AiE10,Dave vanRonk
AiE10,Kris Kristofferson
AiE10,Aiyana Elliott
AiE10,Martha Elliott
AII1,Gerald Barray
AII1,Alberto deMendoza
AII1,Gianna Maria Canale
AII3,Gary Lockwood
AII3,Elke Sommer
AiN10,Madjid Nirumand
AJa1,Laura SanGiacomo
AJa1,Paul Rhys
AJa1,Michael OKeefe
AJa1,Fisher Stevens
AJa1,Cristi Conaway
AJa1,s a
AJd10,Sophie Marceau
AJG50,Stan Laurel
AJG50,Oliver Hardy
AJG50,James Finlayson
AJG50,Forrester Harvey
AJG50,Wilfrid Lucas
AJG50,Peter Cushing
AJG50,Eddie Borden
AJo10,Jamie Lee Curtis
AJo10,James Keach
AJo10,Matt Clark
AJo10,Bonnie Bartlett
AJo10,Amy Madigan
AJP1,Jane Fonda
AJP1,Donald Sutherland
AJP1,Roy Scheider
AJP1,Charles Cioffi
AJP1,Rita Gam
AJP1,Dorothy Tristan
AJP1,Richard Shull
AJP1,Anthony Holland
AJP1,Jane White
AJP2,Warren Beatty
AJP2,Paula Prentiss
AJP2,Hume Cronyn
AJP2,William Daniels
AJP2,Walter McGinn
AJP3,Robert Redford
AJP3,Dustin Hoffman
AJP3,Richard Nixon
AJP3,Jason Robards~jr
AJP3,Jack Warden
AJP3,Martin Balsam
AJP3,Hal Holbrook
AJP3,F. Murray Abraham
AJP3,Jane Alexander
AJP3,Meredith Baxter
AJP3,Pat Nixon
AJP5,Burt Reynolds
AJP5,Jill Clayburgh
AJP5,Candice Bergen
AJP5,Kevin Bacon
AJP5,Tony Romano
AJP6,Jane Fonda
AJP6,Kris Kristofferson
AJP6,Hume Cronyn
AJP7,Meryl Streep
AJP7,Kevin Kline
AJP7,Peter MacNicol
AJP7,Rita Karin
AJP7,Stephen d. Newman
AJP7,Josh Mostel
AJP15,Harrison Ford
AJP15,Bonnie Bedalla
AJP15,Raul Julia
AJP15,Greta Scacchi
AJP15,Brian Dennehy
AJP15,Paul Winfield
AJP15,Bradley Whitford
AJP25,Julia Roberts
AJP25,Denzel Washington
AJP25,Robert Culp
AJP25,Hume Cronyn
AJP25,John Litgow
AJP25,John Heard
AJP29,Harrison Ford
AJP29,Brad Pitt
AJP29,Margaret Colin
AJP29,Ruben Blades
AJP29,Treat Williams
AJP29,George Hearn
AJP29,x Ryan
AJP29,Natascha McElhone
AJP29,Ashley Ohara
AJs1,Lina Basquette
AJs1,Richard Barthelmess
AJs1,Alice Joyce
AJs1,Thelma Todd
AJy10,Alexandro Jodorowsky
AJy10,s a
AJy10,s a
AJy10,s a
AJy10,s a
AJy10,s a
AJy10,s a
AJy10,s a
AK50,Pierre Fresnay
AK50,Raimu
AK50,Orane D\'emazis
AK57,Charles Laughton
AK57,Merle Oberon
AK57,Binnie Barnes
AK57,Wendy Barrie
AK57,Elsa Lanchester
AK59,Douglas Fairbanks
AK90,Vivien Leigh
AK90,Laurence Oliver
AK90,Alan Mowbray
AK90,Sara Allgood
AK90,Gladys Cooper
AK90,Henry Wilcoxon
AK90,Heather Angel
AKa5,Turo Pajala
AKa5,Susanna Haavisto
AKa5,Matti Pellonpaa
AKa15,Kati Outinen
AKa15,Elina Salo
AKa15,Esko Nikkari
AKa15,Vesa Vierikko
AKa20,Andre Wilms
AKa20,"Matti Pellon\""a\""A"
AKa20,"Kari V\""a\""ana\""anen"
AKa20,s a
AKa20,Christine Murillo
AKa20,Evelyne Didi
AKa20,Laike
AKe1,Madonna
AKe1,Sandra Bernhard
